2,200000
33879,27315
92527,84376
53116,25145
22314,62465
59729,33083
91241,99906
14452,87917
24748,20988
56272,72031
62860,74511
22068,53998
48438,47471
23706,65351
72093,65434
63802,42634
18326,97681
69949,10854
98409,39417
52351,37076
18234,28432
70159,25828
28338,963
13745,53087
21951,86369
25118,1164
60881,63538
55162,9319
27361,95220
91022,99454
77006,54824
42088,95332
68858,28389
22538,67267
67807,74890
4343,2393
3322,90855
44573,31661
91818,58318
1100,30122
44688,42570
31286,21921
22461,2800
47592,49822
14372,38614
49277,91378
9790,7717
3062,78648
36107,25601
62268,20266
491,82963
22659,20165
73818,83585
68178,65637
41903,69278
95759,2943
28201,43397
41216,50662
62549,88808
16836,76921
43774,82465
84651,69917
90183,87713
48565,42642
29666,27185
79260,30157
10149,18271
66675,319
1856,34853
82308,60112
20484,78067
63055,48685
37816,20624
15699,365
25784,48887
77286,85911
47705,78289
55828,54240
66003,20745
96882,95669
47931,76142
42179,74432
94413,8854
74751,12622
60059,57060
72734,80543
51479,52141
45580,5648
72765,77631
6013,98550
26519,99652
84461,90576
77941,56641
44816,60296
77386,41698
55966,25317
34192,14497
99749,44957
23351,90853
57579,83410
64265,30313
80306,15744
98807,25886
21392,71572
19870,43758
86474,62741
59762,87287
53317,37703
43928,98133
98000,21315
56183,70318
62984,6727
84815,79086
51684,24518
69939,25616
24280,34204
72281,4586
66300,71088
46825,4045
42661,66695
64155,45487
29436,23917
32775,82753
77972,76703
97238,92324
98018,53421
62642,61003
60148,63809
40089,28184
88327,26380
53800,12608
76936,42434
33546,43236
13522,80371
63633,72535
47066,27788
18023,92854
68057,67150
91959,46030
43853,89197
38354,58224
58970,17349
35579,19118
97510,92020
63655,85838
18400,17455
14798,95336
76241,48344
54924,6116
45068,34910
78651,8486
62698,13026
1341,30756
80176,93300
93138,40382
98850,47844
98606,57820
65193,34185
76939,62704
26205,40594
64894,60957
74401,96044
72645,66995
60740,27569
73111,5808
62479,68114
30647,41530
81141,31988
88638,77669
41640,81776
34403,40490
45972,33009
98311,11166
83546,91602
90222,9751
48548,71468
87060,39301
83864,59705
6296,44604
3627,95759
66765,66106
63874,97412
23988,61367
45752,28978
55388,3744
10754,89792
44235,73079
22801,58898
84245,6348
66852,90819
32451,15400
78639,19512
71053,62503
95569,93702
23459,99196
89461,90224
65303,53335
3988,5643
14702,66092
34622,70091
69837,61728
59883,14072
34807,99036
89322,35404
21736,56174
42575,70540
87926,21214
90052,58979
69,85621
52681,23529
84818,58495
30105,66473
11830,50446
88468,42885
16538,39442
29328,86375
1171,5563
16799,52330
4599,6121
4087,26336
78647,46662
96876,82925
84229,3280
58257,84298
5253,27290
