2,200000
97127,96200
85476,76724
40070,19218
83939,87059
41042,77507
6852,52897
10886,55035
72145,38669
60926,88944
54250,13838
60634,76378
49922,81843
88478,49917
95388,90158
3576,74648
93743,17056
87201,95571
93780,43623
14789,94072
30683,55831
71579,53887
25080,98817
8923,97226
37487,86201
2522,91737
39,63156
84467,66313
61352,72945
32583,56740
79455,36159
47741,89550
53215,34942
85121,63348
94917,99911
57420,41952
72094,45351
95840,13527
44168,21115
10753,81655
7316,13275
89744,7356
92784,74211
90021,70488
63508,22604
27228,42964
58764,74969
32514,28331
26263,33988
8031,21181
33899,81803
63133,22345
43506,75325
35872,87675
96440,62977
85682,3757
92605,75427
27465,1741
65990,17486
72229,29499
40091,15809
88815,15207
7131,21329
59890,33394
55317,67922
70927,5568
66077,50413
44266,9584
25738,96490
97259,38531
59468,99293
42288,52073
91072,69753
53814,57063
3591,42395
2914,43682
58204,91729
75241,65335
29410,35132
15082,1080
19406,86009
23000,85483
52774,67266
95067,94865
63757,8678
33396,39577
24324,75684
91650,15396
61789,61816
72459,65380
20563,91725
25415,78767
83454,17008
44103,29217
52140,59185
30297,71546
61546,53297
73382,14321
36916,68449
9186,17025
93480,42582
56602,17804
34618,64604
49552,12759
42772,22012
94491,63335
30089,19906
42102,13544
53267,2557
59113,5407
61742,89410
93306,23289
59059,66688
53962,12327
51489,79500
29352,61321
38434,85954
79125,73052
66910,45030
85811,9682
67042,96654
89369,97131
16561,31472
27027,86180
34029,2492
91587,12124
8254,1245
51765,67314
67933,5727
95993,19423
1579,25346
80744,40013
27652,76222
29417,94563
21252,15228
20597,4646
11882,9967
18129,44795
57791,61509
47327,8172
64001,38915
20296,72256
40160,72061
55922,24446
94140,51915
60221,95719
93613,57317
52084,21266
33539,81501
32181,71143
13081,69130
92141,41316
95449,26623
2463,69592
4484,49791
77765,68485
5058,14413
57093,61570
86475,29367
86016,96967
97635,46237
9039,7600
19907,61123
45218,69798
58977,93751
40942,72058
62882,49435
13374,74683
76058,15838
44276,80542
81981,22041
65380,87039
36454,38825
48609,39281
84545,50978
52601,82180
13567,61640
89780,33474
39115,51351
3273,98092
45102,60567
70151,7984
10002,99877
82668,2413
32067,43296
99307,14048
65337,81039
1087,18143
19865,66049
73777,20762
17027,26378
19294,30594
4370,9074
64069,43485
60425,83694
41578,21880
44261,28081
29864,54263
44310,28884
73028,76378
72180,72336
90426,53869
69727,7866
88365,5944
73915,62142
26706,7294
4872,46000
54240,9242
71427,34661
52727,48204
18355,10657
70084,62616
55090,16301
33232,99401
45185,6260
92131,33718
94948,82557
3939,64676
6775,8656
70620,97042
87150,13679
4336,92022
59679,58577
1264,47458
93238,70344
95663,27946
97353,82099
90562,52444
98400,40146
68197,59938
46407,60328
93656,57707
59237,13947
38735,66013
22604,9356
63055,9754
39387,83744
18129,99066
42321,19393
62877,51911
6089,58540
96209,3443
40639,86772
72239,39040
26918,40436
98978,89677
17116,8986
47385,76353
39285,86120
58718,78241
11828,21774
4348,67567
5518,22477
82986,64191
58222,45863
32454,64312
4403,28664
84107,61394
31788,56346
16786,75058
13134,32116
81088,30250
57454,44825
22955,96740
47297,81674
91333,59126
19800,95681
43045,25318
18158,26031
5861,92733
71894,54667
57045,92649
83331,57504
54044,31471
13850,87182
6530,26984
19299,3970
73586,93105
48795,96541
89845,96092
94567,97531
71570,14367
93212,14616
56037,27723
40647,61898
20456,28894
16566,93853
21543,16249
51357,91939
64073,81559
79122,86955
24895,14773
90925,98481
7878,39720
11374,14076
52164,5942
11607,23735
20309,21171
54703,92699
48894,95350
54597,85702
24244,87515
79555,62140
20117,47264
54079,542
28823,33201
87497,70070
64326,78422
68551,88557
34494,96278
2633,86658
2220,30592
26745,38881
51763,81448
31580,658
93151,2530
86360,33747
6397,82268
95887,42866
45884,49967
43408,91060
99520,30905
61130,63847
25679,29682
52404,60173
25960,71389
63184,44532
1981,89929
99765,53744
87730,47698
70754,80881
50228,73467
14628,72977
72087,10516
15844,17971
76835,59252
9031,76355
6510,70162
56554,32189
16196,8958
8715,58508
96699,71899
19392,98680
78180,19157
68777,82262
83207,55883
63143,33435
45702,77772
22765,17789
4640,38609
52113,81475
14213,77496
74182,20723
64010,30737
52913,96558
39695,77980
55066,36395
66231,90810
51427,44411
26320,36556
26674,9527
92440,6169
59315,38142
293,82080
72284,4933
37041,40749
2760,51254
34597,76943
71978,98608
7680,41243
95166,63727
19223,66585
16474,85454
57395,84254
46217,67
20810,89243
9595,29602
95413,68910
84097,95706
50990,72733
16992,88031
13482,36104
55637,48079
29399,43967
63039,37079
85210,58206
17159,20785
41143,49985
22591,14890
34239,85161
14958,71402
74404,24553
1004,86169
9815,85101
98228,77157
57834,31572
81540,87668
67676,37177
35748,97076
81145,15139
50507,82707
73345,84018
19845,30840
50356,58788
45731,947
43949,60689
72349,34706
1594,89706
37227,27761
91159,35455
4918,48994
83379,86458
53014,67408
39987,5114
80836,37484
20254,47695
20192,9951
31714,40037
40792,98422
98825,2875
99369,59127
79916,71719
93833,97862
77777,47412
25623,68936
82868,30541
34282,82599
33351,87297
50007,73338
92411,30843
10823,29017
94891,47367
38969,26605
3756,96113
25027,2581
98988,40748
78060,78904
12467,88245
76766,90244
35658,2389
75533,34878
49282,9815
17477,98985
97112,83837
72323,5876
31032,99498
34893,25923
46865,90214
68880,66973
86327,10259
85907,85315
51008,63967
80571,79827
52213,73689
86424,87871
92430,61957
22749,58064
71772,56578
57049,85237
40415,45725
91113,71448
45223,42358
13723,8441
32573,82604
75414,18900
92863,61321
20568,60223
25289,17491
40051,93854
91181,26475
81725,99963
4784,20826
58028,92908
77404,15077
78145,34172
60802,69258
21972,6026
27969,35695
30819,60542
18299,22585
95794,27515
259,32714
87738,41900
50206,44141
35754,57739
86968,33831
57702,91752
54657,15730
1013,48413
30808,79158
98937,7962
64769,20909
30340,92738
56605,61159
69632,91256
97,65426
35123,356
14493,39214
42256,64699
99707,78010
38790,86676
